provider,model,survey,N,created_at,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
google,gemini-1.5-pro,biobanking_wa,38,2025-05-07T09:09:34Z,7,7,5,9,10,7,3,9,5,7,8,10,9,1,1,7,5,1,3,9,9,9,10,7,5,11,7,6,10,8,5,8,9,6,5,3,7,8,10,1,3,8,6,2,3,6,10,7,3,NA,3,4,2,5,7,6,1,NA,NA,NA
google,gemini-1.5-pro,ccps,37,2025-05-07T09:09:36Z,1,5,1,9,3,2,5,10,10,1,3,5,4,4,10,9,5,9,10,8,2,2,7,3,10,8,7,2,7,9,2,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,4,7,6,5,NA,NA,NA
google,gemini-1.5-pro,ds_aargau,38,2025-05-07T09:09:38Z,1,7,7,7,2,3,3,1,1,3,3,2,1,7,7,3,7,7,7,1,1,7,7,6,6,2,7,7,1,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,3,1,2,5,4,NA,NA,NA
google,gemini-1.5-pro,ds_bellinzona,34,2025-05-07T09:09:40Z,1,7,7,2,3,3,1,1,2,4,2,1,7,6,3,7,7,7,6,1,7,6,7,6,2,7,2,6,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,6,1,3,5,2,NA,NA,NA
google,gemini-1.5-pro,energy_futures,37,2025-05-07T09:09:43Z,9,8,9,7,9,7,7,5,7,5,7,4,2,8,10,3,7,4,7,8,5,6,8,9,6,9,7,2,3,4,1,9,7,8,2,7,3,3,3,5,5,5,3,7,9,NA,NA,NA,NA,NA,1,8,4,2,6,5,3,7,9,NA
google,gemini-1.5-pro,fnqcj,38,2025-05-07T09:09:46Z,3,5,6,7,5,7,8,7,3,9,2,7,6,2,6,7,7,7,8,8,5,6,3,9,2,2,3,4,3,6,8,4,10,5,7,4,7,7,5,10,2,5,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1,4,2,NA,NA,NA,NA,NA
google,gemini-1.5-pro,forestera,38,2025-05-07T09:09:49Z,3,7,7,7,9,5,10,3,4,10,9,5,3,9,6,7,3,8,9,2,9,4,10,9,2,8,7,7,3,10,9,7,7,7,9,10,10,10,8,6,5,8,7,2,7,NA,NA,NA,NA,NA,5,3,2,7,4,6,1,NA,NA,NA
google,gemini-1.5-pro,fremantle,38,2025-05-07T09:09:51Z,9,11,2,6,3,3,1,2,1,6,1,9,2,10,11,4,8,4,9,7,8,5,5,3,4,4,9,3,6,6,7,2,10,6,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,1,4,5,2,NA,NA,NA,NA
google,gemini-1.5-pro,gbr,37,2025-05-07T09:09:53Z,7,3,6,7,1,1,3,6,2,7,6,2,1,1,7,7,5,5,5,2,7,7,7,2,5,5,1,2,2,7,7,5,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,5,7,6,NA,NA,NA
google,gemini-1.5-pro,swiss_health,38,2025-05-07T09:09:55Z,3,7,5,4,7,2,5,5,2,6,6,5,6,5,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,6,3,1,4,NA,NA,NA,NA
google,gemini-1.5-pro,uppsala_speaks,38,2025-05-07T09:09:57Z,6,6,6,5,5,4,4,7,4,5,4,2,2,6,6,7,5,6,3,6,5,2,3,3,6,5,6,5,4,4,2,6,6,7,3,3,4,3,5,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,5,2,6,1,4,7,NA,NA,NA
google,gemini-1.5-pro,valsamoggia,38,2025-05-07T09:10:00Z,6,8,3,6,3,9,1,7,2,2,5,4,4,3,2,1,7,5,7,5,7,5,8,4,11,3,4,4,4,1,5,7,6,3,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,3,NA,NA,NA,NA,NA,NA
google,gemini-1.5-pro,zh_thalwil,34,2025-05-07T09:10:02Z,1,7,2,2,3,1,1,2,3,1,1,7,7,1,7,7,7,1,1,7,7,6,7,2,7,7,1,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,5,1,2,4,3,NA,NA,NA
google,gemini-1.5-pro,zh_uster,32,2025-05-07T09:10:04Z,1,7,1,3,3,1,1,5,6,1,1,7,5,1,7,7,7,1,1,6,7,7,6,3,7,7,1,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,6,1,2,5,3,NA,NA,NA
google,gemini-1.5-pro,zh_winterthur,38,2025-05-07T09:10:06Z,1,7,7,2,7,7,7,2,4,5,1,6,6,5,5,7,3,6,6,5,4,2,6,7,3,7,6,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,3,4,1,2,NA,NA,NA,NA
google,gemini-1.5-pro,zukunft,35,2025-05-07T09:10:07Z,7,7,1,1,1,6,5,2,1,7,2,7,7,7,1,7,6,7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,2,5,3,4,1,NA,NA,NA
google,gemini-2.0-flash,acp,30,2025-05-07T09:10:10Z,8,9,7,8,6,7,10,10,9,9,8,6,3,10,10,10,2,8,8,9,7,7,2,10,9,7,9,6,8,7,11,7,7,10,9,8,9,9,8,9,9,9,11,11,8,10,10,8,NA,NA,2,1,5,4,3,NA,NA,NA,NA,NA
google,gemini-2.0-flash,auscj,30,2025-05-07T09:10:13Z,6,6,2,5,6,2,6,2,6,6,7,7,6,6,3,6,5,7,3,7,4,5,3,4,6,7,7,6,5,4,6,4,6,5,3,6,7,3,6,5,5,2,4,3,6,NA,NA,NA,NA,NA,7,4,1,2,8,6,3,5,NA,NA
google,gemini-2.0-flash,bep,30,2025-05-07T09:10:16Z,1,3,7,7,1,3,4,1,1,1,5,1,1,6,2,7,2,1,2,7,6,3,7,3,7,4,2,4,2,7,6,1,7,1,7,2,7,1,1,7,1,7,7,NA,NA,NA,NA,NA,NA,NA,7,6,2,5,1,4,3,NA,NA,NA
google,gemini-2.0-flash,biobanking_mayo_ubc,30,2025-05-07T09:10:18Z,10,8,2,3,11,7,4,9,8,8,8,11,7,1,1,9,5,1,4,3,10,2,11,8,6,11,2,4,11,9,3,3,10,6,6,2,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,4,5,2,7,NA,NA,NA
google,gemini-2.0-flash,biobanking_wa,30,2025-05-07T09:10:22Z,10,8,3,6,11,6,3,10,9,7,7,11,8,1,1,8,4,2,3,5,10,10,11,8,7,11,3,4,11,9,3,10,10,7,6,4,7,9,11,1,6,9,9,2,6,9,11,9,5,NA,2,5,6,3,7,4,1,NA,NA,NA
google,gemini-2.0-flash,ccps,30,2025-05-07T09:10:24Z,1,4,3,11,4,2,7,11,10,1,2,8,3,4,11,8,6,9,11,9,2,3,7,2,11,10,6,2,9,9,2,11,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,2,5,1,4,3,NA,NA,NA
google,gemini-2.0-flash,ds_aargau,30,2025-05-07T09:10:26Z,1,7,7,7,3,3,3,1,1,4,5,1,1,7,7,2,7,7,7,1,1,7,7,7,7,1,7,7,1,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,1,4,3,2,NA,NA,NA
google,gemini-2.0-flash,ds_bellinzona,30,2025-05-07T09:10:28Z,1,7,7,3,3,3,1,1,5,5,2,1,7,7,3,7,7,7,4,1,7,6,7,6,1,7,1,6,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,5,3,1,4,2,NA,NA,NA
google,gemini-2.0-flash,energy_futures,30,2025-05-07T09:10:31Z,4,9,9,8,10,6,8,3,7,5,7,4,2,8,10,3,9,6,8,9,5,9,9,10,8,10,7,2,4,6,1,9,8,8,3,8,6,5,3,7,6,7,5,7,10,NA,NA,NA,NA,NA,2,8,6,4,5,7,1,3,9,NA
google,gemini-2.0-flash,fnqcj,30,2025-05-07T09:10:34Z,1,6,6,4,6,9,9,9,1,11,2,9,6,1,7,8,8,7,4,9,7,6,2,11,2,1,3,3,2,8,10,3,10,4,5,3,7,7,6,11,1,3,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,2,5,NA,NA,NA,NA,NA
google,gemini-2.0-flash,forestera,30,2025-05-07T09:10:37Z,8,3,10,9,9,4,10,6,4,10,9,7,2,11,7,9,4,10,10,2,10,3,11,10,2,10,9,3,3,10,10,8,9,9,9,10,11,11,9,9,7,8,9,2,8,NA,NA,NA,NA,NA,2,6,5,7,4,3,1,NA,NA,NA
google,gemini-2.0-flash,fremantle,30,2025-05-07T09:10:39Z,2,2,2,11,9,7,1,5,1,6,4,5,8,4,1,6,11,3,3,7,5,8,10,4,8,8,9,9,10,11,8,2,3,7,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,4,1,2,3,NA,NA,NA,NA
google,gemini-2.0-flash,gbr,30,2025-05-07T09:10:41Z,7,2,3,7,1,1,3,6,1,7,6,2,1,2,7,7,7,4,6,1,7,7,7,2,4,7,1,1,1,7,7,6,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,3,5,7,6,NA,NA,NA
google,gemini-2.0-flash,swiss_health,30,2025-05-07T09:10:42Z,2,7,5,4,6,3,3,4,1,7,6,5,6,5,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,5,3,1,4,NA,NA,NA,NA
google,gemini-2.0-flash,uppsala_speaks,30,2025-05-07T09:10:45Z,7,7,5,5,6,5,4,7,3,6,3,2,4,6,6,7,5,6,2,7,5,2,2,4,5,6,5,6,3,3,3,7,6,7,2,4,4,3,5,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,3,5,2,6,1,4,7,NA,NA,NA
google,gemini-2.0-flash,valsamoggia,30,2025-05-07T09:10:48Z,4,8,3,6,4,2,6,7,1,2,5,4,4,2,5,1,7,7,2,7,7,7,8,3,9,3,3,4,2,1,8,9,5,7,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,2,NA,NA,NA,NA,NA,NA
google,gemini-2.0-flash,zh_thalwil,30,2025-05-07T09:10:49Z,1,7,2,2,3,1,1,6,5,1,1,7,7,1,7,7,7,1,1,7,7,7,7,1,7,7,1,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,1,2,4,3,NA,NA,NA
google,gemini-2.0-flash,zh_uster,30,2025-05-07T09:10:51Z,1,7,1,3,5,1,1,7,6,1,1,7,7,1,7,7,7,1,1,6,7,7,7,1,7,7,1,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,2,1,4,3,NA,NA,NA
google,gemini-2.0-flash,zh_winterthur,30,2025-05-07T09:10:53Z,2,7,7,1,7,7,7,3,5,6,1,7,5,5,3,7,3,6,5,4,2,1,4,7,4,7,5,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,3,4,1,2,NA,NA,NA,NA
google,gemini-2.0-flash,zukunft,30,2025-05-07T09:10:55Z,7,7,1,1,1,6,4,1,1,7,1,7,7,7,1,7,6,7,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,1,5,2,3,4,NA,NA,NA
google,gemini-2.5-pro-preview-03-25,acp,32,2025-05-07T09:10:58Z,7,9,9,9,7,8,10,10,9,8,8,5,3,9,9,10,2,7,6,8,7,4,2,10,10,9,8,6,6,9,11,5,6,10,8,7,9,8,8,7,7,8,11,11,8,10,9,7,NA,NA,4,1,3,5,2,NA,NA,NA,NA,NA
google,gemini-2.5-pro-preview-03-25,auscj,31,2025-05-07T09:11:01Z,3,6,2,5,6,1,7,1,6,7,7,7,6,7,2,6,6,6,2,7,4,5,4,4,6,6,6,6,6,2,6,4,3,5,2,7,6,4,6,5,6,6,5,3,6,NA,NA,NA,NA,NA,6,4,3,2,7,5,8,1,NA,NA
google,gemini-2.5-pro-preview-03-25,bep,30,2025-05-07T09:11:03Z,1,2,7,7,1,3,4,1,1,1,5,1,1,6,3,7,2,1,3,6,5,4,7,3,7,4,3,2,4,6,6,1,6,1,7,1,6,1,1,7,1,7,7,NA,NA,NA,NA,NA,NA,NA,7,6,2,3,1,4,5,NA,NA,NA
google,gemini-2.5-pro-preview-03-25,biobanking_mayo_ubc,31,2025-05-07T09:11:06Z,8,9,3,8,11,7,4,8,7,9,9,11,8,1,1,9,6,1,7,3,9,4,11,6,2,10,6,8,11,9,3,4,11,6,4,2,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,7,1,6,5,4,NA,NA,NA
google,gemini-2.5-pro-preview-03-25,biobanking_wa,31,2025-05-07T09:11:09Z,8,9,3,8,11,7,3,9,8,9,9,10,8,1,1,9,7,1,3,4,10,4,11,7,3,11,8,7,11,9,3,9,10,6,4,2,8,9,11,1,3,9,9,3,7,8,11,8,6,NA,2,3,6,4,7,5,1,NA,NA,NA
google,gemini-2.5-pro-preview-03-25,ccps,32,2025-05-07T09:11:11Z,1,4,1,10,3,1,5,11,11,1,2,7,1,2,11,10,6,10,11,7,2,2,4,2,11,10,6,1,8,10,1,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,1,5,2,3,4,NA,NA,NA
google,gemini-2.5-pro-preview-03-25,ds_aargau,31,2025-05-07T09:11:13Z,1,7,7,7,1,3,4,1,2,5,4,2,1,6,6,2,7,7,7,2,2,6,6,6,6,2,7,7,1,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,2,1,4,3,NA,NA,NA
google,gemini-2.5-pro-preview-03-25,ds_bellinzona,31,2025-05-07T09:11:15Z,1,7,7,1,3,4,1,2,5,4,2,1,7,6,2,7,7,7,6,1,6,6,6,6,2,7,2,3,1,6,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,7,1,2,6,3,NA,NA,NA
google,gemini-2.5-pro-preview-03-25,energy_futures,30,2025-05-07T09:11:18Z,3,8,9,7,11,5,9,5,8,3,6,3,1,10,10,1,8,2,8,7,3,6,8,9,7,10,8,2,4,2,1,10,8,9,4,7,2,6,5,6,3,3,2,6,11,NA,NA,NA,NA,NA,2,6,8,3,7,5,1,4,9,NA
google,gemini-2.5-pro-preview-03-25,fnqcj,31,2025-05-07T09:11:21Z,1,5,4,8,7,9,10,4,2,11,2,10,7,1,6,9,9,8,8,9,1,7,1,12,1,1,2,1,1,4,10,2,11,6,4,3,7,7,3,12,1,3,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,3,1,NA,NA,NA,NA,NA
google,gemini-2.5-pro-preview-03-25,forestera,30,2025-05-07T09:11:24Z,3,7,7,8,10,4,10,6,6,10,10,5,3,9,5,8,3,8,10,2,10,3,11,9,3,9,8,6,6,11,10,7,9,7,9,11,11,11,9,8,6,9,8,1,8,NA,NA,NA,NA,NA,5,6,2,7,4,3,1,NA,NA,NA
google,gemini-2.5-pro-preview-03-25,fremantle,31,2025-05-07T09:11:27Z,4,3,1,11,7,8,2,3,1,6,2,5,7,4,3,8,10,7,4,6,6,4,9,5,8,8,9,8,10,11,9,4,5,10,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,2,3,1,5,NA,NA,NA,NA
google,gemini-2.5-pro-preview-03-25,gbr,30,2025-05-07T09:11:29Z,7,3,6,7,1,1,4,5,2,7,6,1,1,1,7,6,6,6,6,2,7,7,7,2,5,6,1,2,2,7,7,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,5,6,7,NA,NA,NA
google,gemini-2.5-pro-preview-03-25,swiss_health,30,2025-05-07T09:11:30Z,6,7,5,4,6,5,3,5,2,7,7,6,7,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,6,3,1,4,NA,NA,NA,NA
google,gemini-2.5-pro-preview-03-25,uppsala_speaks,32,2025-05-07T09:11:32Z,7,7,4,5,6,5,4,6,5,4,4,3,4,6,6,6,4,5,4,4,4,3,4,3,4,3,3,4,4,5,5,6,6,7,2,2,3,4,3,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,6,7,2,5,1,3,4,NA,NA,NA
google,gemini-2.5-pro-preview-03-25,valsamoggia,30,2025-05-07T09:11:35Z,6,8,7,5,6,9,3,9,2,2,8,3,6,2,6,2,5,11,2,10,9,5,10,4,11,9,4,5,7,1,8,7,5,4,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,1,NA,NA,NA,NA,NA,NA
google,gemini-2.5-pro-preview-03-25,zh_thalwil,31,2025-05-07T09:11:37Z,1,7,1,3,4,1,1,4,4,2,1,7,7,2,7,7,7,2,1,6,7,6,7,2,7,7,1,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,1,2,4,3,NA,NA,NA
google,gemini-2.5-pro-preview-03-25,zh_uster,31,2025-05-07T09:11:39Z,1,7,1,4,4,1,2,5,5,2,1,7,7,1,7,7,7,2,1,6,7,6,6,2,7,7,1,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,7,2,1,3,4,NA,NA,NA
google,gemini-2.5-pro-preview-03-25,zh_winterthur,30,2025-05-07T09:11:41Z,1,7,7,1,7,7,7,2,5,6,1,6,4,6,4,7,3,6,5,5,5,2,5,7,4,7,6,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,2,5,1,3,NA,NA,NA,NA
google,gemini-2.5-pro-preview-03-25,zukunft,30,2025-05-07T09:11:42Z,7,7,1,1,1,6,6,2,1,7,1,7,7,7,1,7,7,7,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,2,5,3,4,1,NA,NA,NA
google,gemma,acp,32,2025-05-07T09:11:45Z,5,8,1,8,10,8,8,8,8,8,7,7,5,8,8,11,2,8,9,8,8,8,2,8,8,6,8,6,8,8,1,7,7,8,8,8,8,8,8,8,8,8,8,8,7,10,11,7,NA,NA,5,1,4,3,2,NA,NA,NA,NA,NA
google,gemma,auscj,32,2025-05-07T09:11:48Z,2,5,5,2,5,3,7,2,6,6,5,4,6,5,5,7,5,5,4,6,6,6,3,7,6,5,7,5,3,4,6,3,5,6,4,5,5,4,6,7,7,7,2,5,4,NA,NA,NA,NA,NA,1,2,8,7,6,3,5,4,NA,NA
google,gemma,bep,33,2025-05-07T09:11:51Z,1,2,7,5,2,3,3,1,3,2,4,2,1,5,3,7,4,7,2,6,4,3,6,7,6,3,2,6,3,5,6,2,7,2,7,2,7,1,2,7,2,6,7,NA,NA,NA,NA,NA,NA,NA,5,6,3,4,2,1,7,NA,NA,NA
google,gemma,biobanking_mayo_ubc,32,2025-05-07T09:11:54Z,8,8,7,10,11,7,3,8,7,4,7,1,8,1,2,10,8,1,3,8,8,8,7,3,8,11,8,8,8,8,3,3,8,7,7,2,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,6,7,2,5,3,NA,NA,NA
google,gemma,biobanking_wa,32,2025-05-07T09:11:57Z,8,8,7,8,10,7,4,8,7,3,8,8,8,2,3,10,8,3,7,8,8,8,8,7,8,10,8,8,8,8,2,8,8,8,8,4,7,8,8,2,5,8,7,3,8,8,8,8,7,NA,1,2,7,5,4,6,3,NA,NA,NA
google,gemma,ccps,31,2025-05-07T09:11:59Z,1,3,1,8,2,3,3,8,9,1,1,6,2,2,8,8,7,11,11,7,3,3,8,3,8,8,7,1,8,8,2,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,3,4,5,1,2,NA,NA,NA
google,gemma,ds_aargau,32,2025-05-07T09:12:01Z,1,7,7,7,3,3,3,1,2,4,5,3,1,6,5,2,6,6,7,2,3,6,6,3,6,2,7,7,2,2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,7,1,4,3,2,NA,NA,NA
google,gemma,ds_bellinzona,32,2025-05-07T09:12:03Z,1,7,7,3,3,3,1,2,5,5,2,1,6,5,2,6,7,7,6,1,6,6,7,6,2,7,2,2,2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,5,2,4,1,7,NA,NA,NA
google,gemma,energy_futures,30,2025-05-07T09:12:06Z,8,10,10,8,10,3,8,2,7,7,8,8,2,8,10,2,8,8,8,3,5,7,8,8,3,11,8,2,8,3,1,7,8,3,1,8,1,1,8,7,3,7,2,7,9,NA,NA,NA,NA,NA,2,7,4,5,8,6,3,1,9,NA
google,gemma,fnqcj,32,2025-05-07T09:12:09Z,7,7,7,10,5,10,12,8,8,12,3,10,6,2,8,12,7,10,12,12,11,1,1,12,2,1,8,3,3,10,11,8,12,3,1,10,9,8,8,12,1,2,NA,NA,NA,NA,NA,NA,NA,NA,5,1,4,2,3,NA,NA,NA,NA,NA
google,gemma,forestera,32,2025-05-07T09:12:12Z,3,3,8,8,8,10,8,3,8,8,8,3,3,8,3,7,3,8,8,3,8,5,8,7,3,8,8,8,3,8,8,7,8,1,8,7,8,8,8,8,8,8,7,1,8,NA,NA,NA,NA,NA,3,7,4,6,5,1,2,NA,NA,NA
google,gemma,fremantle,33,2025-05-07T09:12:15Z,3,3,6,8,8,8,3,7,2,8,3,8,8,8,10,8,10,8,4,7,8,6,8,3,8,8,8,7,9,8,8,3,9,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,1,6,2,NA,NA,NA,NA
google,gemma,gbr,32,2025-05-07T09:12:17Z,7,5,7,7,1,3,2,6,2,7,7,2,1,2,7,4,7,3,7,2,7,7,7,3,4,3,2,2,2,7,6,7,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,1,3,2,7,5,NA,NA,NA
google,gemma,swiss_health,32,2025-05-07T09:12:18Z,4,6,3,5,7,4,3,5,2,5,4,5,5,5,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,4,2,5,3,NA,NA,NA,NA
google,gemma,uppsala_speaks,32,2025-05-07T09:12:21Z,7,7,2,3,5,3,4,5,5,2,3,5,2,5,2,4,3,3,3,4,3,2,4,2,4,3,2,3,3,6,2,5,4,6,1,1,2,7,2,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,2,7,4,5,3,6,1,NA,NA,NA
google,gemma,valsamoggia,32,2025-05-07T09:12:23Z,8,8,9,8,7,8,3,8,8,7,7,4,7,7,4,7,8,8,5,8,8,8,8,8,10,8,8,9,7,2,8,3,8,8,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,2,NA,NA,NA,NA,NA,NA
google,gemma,zh_thalwil,32,2025-05-07T09:12:25Z,2,7,3,3,3,1,1,5,5,2,1,6,6,2,6,7,7,2,2,6,6,5,6,2,7,7,2,2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,6,4,5,2,3,NA,NA,NA
google,gemma,zh_uster,32,2025-05-07T09:12:27Z,1,7,2,3,3,2,1,5,6,2,1,5,6,2,6,7,6,2,1,4,6,4,6,3,7,7,3,2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,4,5,3,1,2,NA,NA,NA
google,gemma,zh_winterthur,32,2025-05-07T09:12:29Z,2,7,7,1,7,7,7,2,3,7,1,7,4,5,3,7,3,6,3,5,2,3,6,7,5,6,5,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,1,3,2,5,NA,NA,NA,NA
google,gemma,zukunft,31,2025-05-07T09:12:31Z,7,4,2,1,2,6,5,2,2,7,2,7,6,6,3,6,7,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,1,4,3,2,5,NA,NA,NA
google,gemma2:27b,acp,30,2025-05-07T09:12:34Z,6,8,7,7,6,8,10,9,7,8,4,4,2,10,9,10,2,7,6,8,6,8,2,9,9,4,7,6,8,9,11,5,7,9,6,8,8,8,6,7,7,7,10,10,4,10,9,7,NA,NA,5,1,3,2,4,NA,NA,NA,NA,NA
google,gemma2:27b,auscj,30,2025-05-07T09:12:37Z,5,6,3,4,5,2,7,2,5,6,7,7,6,6,3,6,6,6,4,7,4,6,4,3,5,6,7,7,6,4,6,4,5,4,3,6,6,4,6,5,5,2,4,4,5,NA,NA,NA,NA,NA,7,3,4,2,8,1,6,5,NA,NA
google,gemma2:27b,bep,30,2025-05-07T09:12:40Z,2,3,7,6,3,3,4,2,2,2,5,2,2,5,3,7,3,3,4,6,5,4,7,5,7,3,2,3,4,6,6,3,5,2,6,3,6,2,2,7,2,7,6,NA,NA,NA,NA,NA,NA,NA,6,7,3,5,1,4,2,NA,NA,NA
